Rating,Name,Symbol,Rating Agency Name,Date,Sector,currentRatio,quickRatio,cashRatio,daysOfSalesOutstanding,netProfitMargin,pretaxProfitMargin,grossProfitMargin,operatingProfitMargin,returnOnAssets,returnOnCapitalEmployed,returnOnEquity,assetTurnover,fixedAssetTurnover,debtEquityRatio,debtRatio,effectiveTaxRate,freeCashFlowOperatingCashFlowRatio,freeCashFlowPerShare,cashPerShare,companyEquityMultiplier,ebitPerRevenue,enterpriseValueMultiple,operatingCashFlowPerShare,operatingCashFlowSalesRatio,payablesTurnover,risk_free_rate,ten_yr_t_note_yield,stock_price,ytd_equity_return,last_div_amount,last_div_date,cpi_index
1,"CACI International, Inc.",CACI,Standard & Poor's Ratings Services,2016-04-19,Technology,1.692499769,1.5800575959999998,0.08848056300000001,61.04440742,0.037961466,0.061506856,0.072211677,0.072211677,0.041544729,0.076727905,0.091421267,1.094392094,55.96825197,1.200550354,0.5455682270000001,0.380058838,0.923083119,7.82636903,1.509411413,2.200550354,0.061506856,9.090784028,8.478509539,0.055727183,58.18365588,0.21,1.79,108.47000122070312,0.21087295159107536,0.0,0,238.835
1,"CACI International, Inc.",CACI,Standard & Poor's Ratings Services,2014-11-26,Technology,1.741295875,1.609233128,0.152539004,61.02316954,0.041197559,0.06654635099999999,0.07355832,0.07355832,0.045157121,0.08343904099999999,0.111792247,1.096111562,53.76345185,1.4756283330000002,0.596062145,0.376891149,0.938078298,10.16479791,2.801434159,2.475628333,0.06654635099999999,8.629256679,10.83576706,0.067716371,61.11965383,0.02,2.24,88.44000244140625,0.2113409102000122,0.0,0,236.983
1,"CACI International, Inc.",CACI,Standard & Poor's Ratings Services,2013-10-25,Technology,0.980445633,0.914422204,0.08664985800000001,60.92760708,0.041197559,0.06654635099999999,0.07355832,0.07355832,0.060644914,0.139314897,0.125893122,1.472051142,56.20500687,1.075905695,0.518282549,0.376891149,0.938078298,10.16479791,2.7960451980000003,2.075905695,0.06654635099999999,6.354931925,10.83576706,0.067716371,25.63366724,0.04,2.53,70.44999694824219,0.23922601300177698,0.0,0,233.669
1,"CACI International, Inc.",CACI,Standard & Poor's Ratings Services,2016-09-29,Technology,1.631063598,1.509085665,0.086843744,88.54608577,0.038085658,0.060849833,0.07133979900000001,0.07133979900000001,0.031648911,0.058916797,0.078519616,0.830992885,40.72481011,1.480957927,0.596929884,0.37360321,0.92310744,8.744696843,2.049523969,2.480957927,0.060849833,12.09403002,9.473108402000001,0.068466964,32.29842553,0.26,1.56,100.44999694824219,0.12134399302299635,0.0,0,241.06799999999998
1,Nektar Therapeutics,NKTR,Egan-Jones Ratings Company,2015-04-01,Health Care,4.499820444,3.769591082,0.193061346,6.55958686,-0.268630392,-0.271181374,0.857837544,-0.082134654,-0.122086586,-0.144151875,-1.483981064,0.454477935,2.852248181,11.15515248,0.917730362,0.009406923,1.070250553,-1197.906568,1874.504426,12.15515248,-0.271181374,0.521804182,-1119.276757,-0.707528885,10.55604883,0.03,1.87,10.819999694824219,-0.2867501885031261,0.0,0,235.976
1,Nektar Therapeutics,NKTR,Egan-Jones Ratings Company,2014-04-14,Health Care,2.625528146,2.4358843830000003,0.3977459,5.463198609,-1.087912383,-1.072837276,0.741413233,-0.8066693079999999,-0.372849098,-0.475067349,1.802086693,0.342719785,2.223564368,-5.833286987,1.206898536,-0.014051625,1.106185273,-368.24733,2048.059309,-4.833286987,-1.072837276,0.14430975699999998,-332.8984205,-0.258707637,4.224794295,0.04,2.65,10.579999923706055,-0.10867733566050222,0.0,0,236.468
1,FirstEnergy Corp.,FE,Egan-Jones Ratings Company,2015-08-14,Public Utilities,0.542663335,0.303998572,0.023384506,34.37208838,0.038466658,0.059430321,1.0,0.152535605,0.011075555,0.01916926,0.046534095,0.287926112,0.403772774,3.201513566,0.761990534,0.35274356100000004,0.215549753,1.7606635069999998,0.682464455,4.201513566,0.059430321,8.184463602000001,8.168246445,0.229402369,0.8102325579999999,0.09,2.2,27.82455062866211,-0.08588276039121352,0.36,2015-08-05,238.033
1,FirstEnergy Corp.,FE,Egan-Jones Ratings Company,2014-06-13,Public Utilities,0.508969491,0.275500851,0.02854524,42.08621036,0.026278742,0.038211437,1.0,0.107729436,0.007774075999999999,0.013321803,0.030885597,0.29583135,0.448604595,2.972896313,0.748294463,0.342105263,0.009015778,0.057416268,0.918660287,3.972896313,0.038211437,8.448940118,6.368421053,0.178454113,1.9968,0.04,2.6,25.977285385131836,0.07967477161239588,0.36,2014-05-05,237.231
1,FirstEnergy Corp.,FE,Egan-Jones Ratings Company,2014-08-29,Public Utilities,0.6969969429999999,0.32332314300000004,0.015285021,37.69087647,0.01986843,0.011362881000000002,1.0,0.070569473,0.005731703,0.003669134,0.024074074,0.28848292,0.420562837,3.2001610310000004,0.76191389,-0.245614035,-0.220788795,-1.426190476,0.580952381,4.200161031,0.011362881000000002,14.04790236,6.45952381,0.180277759,0.979671618,0.03,2.35,26.32803726196289,0.09425281342452983,0.36,2014-08-05,237.46
1,Vector Group Ltd.,VGR,Egan-Jones Ratings Company,2013-12-11,Consumer Non-Durables,1.45260182,1.034947717,0.578921248,4.201888847,0.036633213,0.060108881,0.292571483,0.106074607,0.030704062,0.07424042900000001,-0.40712993,0.8381482020000001,13.32609957,-14.25980681,1.07541588,0.3905523970000001,0.7448391190000001,0.42347729,4.447762818,-13.25980681,0.060108881,14.08104546,0.568548669,0.049257715999999986,27.99078445,0.07,2.86,6.6261396408081055,0.21483898644332408,0.29849,2013-12-11,234.71900000000002
