Rating,Name,Symbol,Rating Agency Name,Date,Sector,currentRatio,quickRatio,cashRatio,daysOfSalesOutstanding,netProfitMargin,pretaxProfitMargin,grossProfitMargin,operatingProfitMargin,returnOnAssets,returnOnCapitalEmployed,returnOnEquity,assetTurnover,fixedAssetTurnover,debtEquityRatio,debtRatio,effectiveTaxRate,freeCashFlowOperatingCashFlowRatio,freeCashFlowPerShare,cashPerShare,companyEquityMultiplier,ebitPerRevenue,enterpriseValueMultiple,operatingCashFlowPerShare,operatingCashFlowSalesRatio,payablesTurnover
1,"CACI International, Inc.",CACI,Standard & Poor's Ratings Services,2016-04-19,Technology,1.692499769,1.5800575959999998,0.08848056300000001,61.04440742,0.037961466,0.061506856,0.072211677,0.072211677,0.041544729,0.076727905,0.09142126699999999,1.094392094,55.96825197,1.200550354,0.5455682270000001,0.38005883799999995,0.9230831190000001,7.82636903,1.509411413,2.200550354,0.061506856,9.090784028,8.478509539,0.055727183,58.18365588
1,"CACI International, Inc.",CACI,Standard & Poor's Ratings Services,2014-11-26,Technology,1.741295875,1.609233128,0.152539004,61.02316954,0.041197559,0.06654635099999999,0.07355832,0.07355832,0.045157120999999995,0.08343904099999999,0.111792247,1.096111562,53.76345185,1.4756283330000002,0.596062145,0.376891149,0.938078298,10.16479791,2.801434159,2.475628333,0.06654635099999999,8.629256679,10.83576706,0.067716371,61.11965383
1,"CACI International, Inc.",CACI,Standard & Poor's Ratings Services,2013-10-25,Technology,0.980445633,0.9144222040000001,0.08664985800000001,60.92760708,0.041197559,0.06654635099999999,0.07355832,0.07355832,0.060644914,0.139314897,0.125893122,1.472051142,56.20500687,1.075905695,0.518282549,0.376891149,0.938078298,10.16479791,2.7960451980000003,2.075905695,0.06654635099999999,6.354931925,10.83576706,0.067716371,25.63366724
1,"CACI International, Inc.",CACI,Standard & Poor's Ratings Services,2016-09-29,Technology,1.6310635980000001,1.509085665,0.086843744,88.54608577,0.038085658,0.060849833,0.07133979900000001,0.07133979900000001,0.031648911,0.058916797,0.078519616,0.830992885,40.72481011,1.480957927,0.596929884,0.37360321,0.92310744,8.744696843,2.049523969,2.480957927,0.060849833,12.09403002,9.473108402000001,0.068466964,32.29842553
1,Nektar Therapeutics,NKTR,Egan-Jones Ratings Company,2015-04-01,Health Care,4.499820444,3.769591082,0.19306134600000002,6.55958686,-0.268630392,-0.271181374,0.857837544,-0.082134654,-0.122086586,-0.144151875,-1.483981064,0.454477935,2.852248181,11.15515248,0.917730362,0.009406923000000001,1.070250553,-1197.9065679999999,1874.5044260000002,12.15515248,-0.271181374,0.521804182,-1119.276757,-0.707528885,10.55604883
1,Nektar Therapeutics,NKTR,Egan-Jones Ratings Company,2014-04-14,Health Care,2.6255281459999997,2.4358843830000003,0.39774590000000004,5.463198609,-1.087912383,-1.072837276,0.741413233,-0.8066693079999999,-0.372849098,-0.47506734899999997,1.8020866930000001,0.342719785,2.223564368,-5.833286987,1.206898536,-0.014051625,1.106185273,-368.24733,2048.059309,-4.833286987,-1.072837276,0.14430975699999998,-332.8984205,-0.258707637,4.224794295
1,FirstEnergy Corp.,FE,Egan-Jones Ratings Company,2015-08-14,Public Utilities,0.542663335,0.30399857199999997,0.023384506,34.37208838,0.038466658,0.059430320999999994,1.0,0.152535605,0.011075555,0.01916926,0.046534095,0.287926112,0.403772774,3.201513566,0.761990534,0.35274356100000004,0.215549753,1.7606635069999998,0.682464455,4.201513566,0.059430320999999994,8.184463602000001,8.168246445,0.229402369,0.8102325579999999
1,FirstEnergy Corp.,FE,Egan-Jones Ratings Company,2014-06-13,Public Utilities,0.508969491,0.275500851,0.02854524,42.08621036,0.026278742,0.038211437,1.0,0.107729436,0.0077740759999999996,0.013321803,0.030885597,0.29583135,0.448604595,2.972896313,0.748294463,0.342105263,0.009015778,0.057416268,0.918660287,3.972896313,0.038211437,8.448940118,6.368421053,0.178454113,1.9968
1,FirstEnergy Corp.,FE,Egan-Jones Ratings Company,2014-08-29,Public Utilities,0.6969969429999999,0.32332314300000004,0.015285021000000001,37.69087647,0.01986843,0.011362881000000002,1.0,0.070569473,0.005731703,0.003669134,0.024074073999999997,0.28848292,0.420562837,3.2001610310000004,0.76191389,-0.245614035,-0.220788795,-1.426190476,0.580952381,4.200161031,0.011362881000000002,14.04790236,6.45952381,0.18027775899999998,0.979671618
1,Vector Group Ltd.,VGR,Egan-Jones Ratings Company,2013-12-11,Consumer Non-Durables,1.45260182,1.034947717,0.578921248,4.201888847,0.036633213,0.060108880999999996,0.292571483,0.10607460699999999,0.030704062,0.07424042900000001,-0.40712993,0.8381482020000001,13.32609957,-14.25980681,1.07541588,0.39055239700000005,0.7448391190000001,0.42347729,4.447762818,-13.25980681,0.060108880999999996,14.08104546,0.568548669,0.04925771599999999,27.99078445
1,Vector Group Ltd.,VGR,Egan-Jones Ratings Company,2015-08-28,Consumer Non-Durables,2.6988469289999997,2.063104507,1.111312485,5.2615862810000005,0.035721763999999996,0.064992273,0.330359034,0.12063743800000001,0.045163249,0.09840890199999999,-0.287303382,1.264306248,21.91132061,-7.361441807,1.1571970679999999,0.38283273799999995,0.9240235609999999,1.133673489,3.586464593,-6.361441807,0.064992273,13.416870900000001,1.2268880770000001,0.087182755,56.50628851
1,Vector Group Ltd.,VGR,Standard & Poor's Ratings Services,2016-11-29,Consumer Non-Durables,3.596585232,2.902063748,2.006291168,4.058292119,0.042063362,0.074768074,0.351048435,0.137790673,0.050658994000000006,0.10466955900000001,-0.21423795199999998,1.204349607,21.01915523,-5.229021083999999,1.2364613420000001,0.388858569,0.726627473,0.5719904729999999,4.4378382169999995,-4.229021083999999,0.074768074,12.8667562,0.7871853109999999,0.057740358,103.78738299999999
1,CMS Energy Corporation,CMS,Moody's Investors Service,2012-06-15,Public Utilities,1.097091531,1.03635586,0.068862275,48.77518069,0.06381669999999999,0.09318775900000001,1.0,0.154236506,0.025224897000000003,0.042936092,0.137054161,0.39527109200000005,0.44085146799999997,4.433289299999999,0.8159494290000001,0.315181518,0.245508982,1.144338118,6.196172249,5.433289299999999,0.09318775900000001,8.005766301,4.66108453,0.17976318600000002,2.6295652169999997
1,Weyerhaeuser Company,WY,Moody's Investors Service,2012-06-15,Consumer Services,2.194473964,1.260361318,1.012752391,2.407496782,0.053249677999999995,0.041344916,0.17631917600000002,0.09555984599999999,0.026274012000000003,0.022046839,0.077644851,0.49341165299999995,2.142709411,1.955195871,0.661612954,-0.24124513600000003,0.271477663,0.146967448,2.130097817,2.9551958710000004,0.041344916,13.17685307,0.541361105,0.046814672,15.23809524
1,"Bottomline Technologies, Inc.",EPAY,Egan-Jones Ratings Company,2014-12-03,Technology,2.590316986,2.3298092180000003,1.5468559730000002,74.14994095,-0.063556066,-0.056629572,0.565287689,-0.008243924,-0.027278062000000002,-0.028755952999999997,-0.049310062,0.429196836,8.372608005,0.8076819829999999,0.446805351,-0.122312302,0.7577219890000001,1.07425205,5.198403648999999,1.8076819830000002,-0.056629572,26.585253899999998,1.417739045,0.173731224,8.024811153
1,"Bottomline Technologies, Inc.",EPAY,Egan-Jones Ratings Company,2015-12-22,Technology,2.153670544,1.968471092,1.1383006709999999,71.85521429,-0.104808561,-0.049309587,0.578586777,-0.002305909,-0.050371541,-0.028032341000000002,-0.09950134599999999,0.480605214,6.954517749,0.975348456,0.493760204,-1.1255209609999999,0.6284370020000001,1.042241972,3.81918214,1.9753484559999999,-0.049309587,22.94089815,1.65846691,0.189489527,11.99698873
1,Universal Corporation,UVV,Moody's Investors Service,2012-06-15,Consumer Services,3.080376539,1.078723375,0.275215624,47.63118373,0.060884058,0.06710020900000001,0.19767748899999998,0.099007321,0.070275739,0.10058198199999999,0.13205483099999998,1.154255169,8.119679953,0.879095585,0.467829094,0.45406548799999996,0.278302409,0.650556178,9.360610503,1.879095585,0.06710020900000001,4.269627441,2.3375873069999997,0.021083971,9.685720187000001
1,Marathon Oil Corporation,MRO,Egan-Jones Ratings Company,2015-11-13,Energy,1.497975709,1.8137651819999998,0.706188548,56.79576864,-0.376045044,-0.504692032,1.0,-0.459136666,-0.068212064,-0.09672356300000001,-0.118794804,0.181393334,0.21658475300000002,0.7415512320000001,0.425799263,0.254901961,-1.221086262,-2.822747415,3.2850812410000003,1.741551232,-0.504692032,47.53086466,2.311669129,0.26701928,0.0
1,California Resources Corporation,CRC,Standard & Poor's Ratings Services,2015-11-12,Energy,0.821487603,0.494214876,0.019834711,30.378693300000002,-1.478984603,-2.278818144,1.0,-2.278818144,-0.50389905,-0.8492555829999999,3.879912664,0.340706083,0.380703422,-8.699781659,1.129873813,0.35098612100000004,0.0049627790000000005,0.005219207,0.258350731,-7.699781659,-2.278818144,-2.5963237919999997,1.051670146,0.167707033,0.0
1,California Resources Corporation,CRC,Standard & Poor's Ratings Services,2016-08-24,Energy,0.585399449,0.38980716299999996,0.016528926,54.73820297,0.180349063,0.129928895,1.0,-0.197802198,0.043909348,0.035714286,-0.500897666,0.24346868100000002,0.262871708,-12.40754039,1.087661316,-0.38805970100000003,0.423076923,1.3613861390000002,1.2623762379999999,-11.40754039,0.129928895,20.81823129,3.2178217819999997,0.08403361300000001,3.652968037
1,California Resources Corporation,CRC,Moody's Investors Service,2014-09-04,Energy,0.7737306840000001,3.2373068430000003,0.015452539,26.93985143,-0.34363767100000003,-0.58015816,1.0,-0.58015816,-0.11474753900000001,-0.20886895,-0.54921486,0.333920141,0.357124519,3.7862887780000003,0.791069857,0.407682776,0.148038802,0.9190887670000001,6.8735271010000005,4.786288778,-0.58015816,-21.47120196,6.208431527,0.568176372,0.0
1,GATX Corporation,GATX,Egan-Jones Ratings Company,2014-10-29,Consumer Services,1.6956521740000001,1.6956521740000001,1.1852060979999999,21.63335631,0.141281875,0.159338387,0.348104755,0.159338387,0.02954955,0.03419916,0.156012177,0.209153153,0.255098453,4.279680365,0.810594595,0.327422145,-1.260017809,-12.57777778,4.762222222,5.279680365,0.159338387,12.80905056,9.982222222,0.30957959999999995,5.7016274860000005
1,GATX Corporation,GATX,Egan-Jones Ratings Company,2014-05-14,Consumer Services,2.700581395,2.700581395,2.20755814,22.132096899999997,0.128160484,0.04996215,0.323012869,0.128160484,0.025848907,0.010348721,0.12118826099999999,0.20169170600000003,0.260536852,3.68833214,0.786704532,0.992424242,-0.85700025,-7.4008620689999995,8.284482759,4.68833214,0.04996215,14.11201098,8.635775862000001,0.30333081,5.603383459
1,GATX Corporation,GATX,Egan-Jones Ratings Company,2015-10-28,Consumer Services,1.492674986,1.492674986,1.0982094409999998,17.47086006,0.141595972,0.18642665,0.380577971,0.18642665,0.029778655,0.04028376,0.16036556800000001,0.210307215,0.254439843,4.385252304,0.814307679,0.410284869,-0.275313494,-3.412993039,4.77262181,5.385252304,0.18642665,10.07014993,12.39675174,0.368508173,5.255119953
1,GATX Corporation,GATX,Egan-Jones Ratings Company,2013-04-16,Consumer Services,0.851411982,0.851411982,0.618105041,25.9539897,0.110440798,0.11566924099999999,0.321187259,0.11566924099999999,0.022673977,0.025332511000000002,0.110352033,0.20530435600000002,0.267102097,3.866902427,0.7945305020000001,0.181502086,-0.997028633,-7.886752137,5.0042735039999995,4.866902427,0.11566924099999999,13.82317396,7.91025641,0.297779923,4.757046223
1,Ritchie Bros. Auctioneers Incorporated,RBA,Moody's Investors Service,2016-12-02,Miscellaneous,1.495044179,1.035956398,0.822148129,34.14107646,0.1621342,0.230393983,0.883364083,0.23962429,0.057411757,0.096899159,0.133659944,0.35410022799999996,1.099732054,1.328093593,0.570464004,0.283400003,0.794568535,1.3230945570000001,1.9595364069999999,2.328093593,0.230393983,21.93796276,1.665173611,0.313487937,0.529792933
1,"L Brands, Inc.",LB,Egan-Jones Ratings Company,2015-01-16,Consumer Services,1.725082147,0.9808324209999999,0.831872946,8.266963706,0.083820663,0.13422445,0.411120394,0.161793372,0.12545151400000001,0.269173492,-2.440540541,1.49666574,5.26797066,-20.45405405,1.051403168,0.37551867200000005,0.44631410299999996,1.9245182790000002,5.3451162960000005,-19.45405405,0.13422445,9.267358683,4.312026592,0.11584516800000001,10.59098497
1,Domtar Corporation,UFS,Egan-Jones Ratings Company,2014-05-12,Basic Industries,2.929478138,0.9238363890000001,0.9238363890000001,0.0,0.016879985,0.006863291,0.191059173,0.029864589,0.014495062,0.006643921999999999,0.03271028,0.8587129659999999,1.63910003,1.256649892,0.556865244,-0.540540541,0.411192214,5.075075075,19.66966967,2.256649892,0.006863291,4.586085661,12.34234234,0.076238175,6.479940565
1,Hess Corporation,HES,Egan-Jones Ratings Company,2015-08-14,Energy,1.675799087,1.474505327,1.03348554,47.12010364,-0.465782655,-0.648986435,0.690748362,-0.648986435,-0.08936979099999999,-0.134887699,-0.157639534,0.19187015600000001,0.24897541,0.763901785,0.433075011,0.305072804,1.0,6.985190408999999,10.67700987,1.763901785,-0.648986435,-52.69636964,6.985190408999999,0.301935681,4.439824945
